src,tgt
4*27+20=,128
21*27+4=,571
24-3-9=,12
27+5-11=,21
11+23-15=,19
21-6+11=,26
22-19*1=,3
12*12+7=,151
29-27-6=,-4
5-23*21=,-478
14+26-19=,21
23-27*9=,-220
28-15-23=,-10
26*20-27=,493
14+7+12=,33
27*23*16=,9936
25*28+19=,719
15+6+4=,25
26-25-24=,-23
28-12+0=,16
7*5+20=,55
8*5-27=,13
5+6-1=,10
16-10-14=,-8
18*5+17=,107
29+4*25=,129
7+16+2=,25
21*10+22=,232
24+19*1=,43
23-10*20=,-177
27+6*6=,63
28-10-23=,-5
13*5*2=,130
4-13+15=,6
12-29-10=,-27
8-26+27=,9
18*10-5=,175
9-1+25=,33
14+3+28=,45
13-0-22=,-9
27+26*12=,339
7+15-18=,4
11*25*18=,4950
24-14-9=,1
14-6+12=,20
24*29+25=,721
4-2*8=,-12
23*14+25=,347
26+24*27=,674
19-7-13=,-1
6-24+7=,-11
18*19-4=,338
19-23+11=,7
4-28*29=,-808
0*22*3=,0
20*7+26=,166
6*3-8=,10
4+8+6=,18
6*27-22=,140
16+5-14=,7
22-10+19=,31
28-0-8=,20
4-18-25=,-39
14+10-1=,23
25-27+17=,15
1-24+0=,-23
16-22*8=,-160
6-15+14=,5
5*18+9=,99
12*6-6=,66
28+13-23=,18
15+18*24=,447
5+25+22=,52
13-7*2=,-1
12-9*9=,-69
16+1+15=,32
24-9*28=,-228
21*9*16=,3024
22+0-19=,3
2*18*21=,756
17+5*8=,57
20+9-21=,8
3-29+27=,1
24+23+28=,75
10+19-29=,0
1+9*16=,145
6*0-0=,0
26-2+18=,42
14+26+18=,58
2-3+0=,-1
4-11-18=,-25
29*9*4=,1044
14*28-22=,370
28-7+26=,47
6-28-5=,-27
13-3+0=,10
14*18+2=,254
3-29*25=,-722
13+10*25=,263
20+2-6=,16
25-18*17=,-281
17*21-22=,335
23+25+16=,64
19+4+14=,37
28-18+4=,14
3-3+27=,27
1-9+29=,21
26-17+14=,23
4-28*18=,-500
23-22+1=,2
14-14+25=,25
0+17*21=,357
26*14+10=,374
13+24*3=,85
19*14+18=,284
9+13-19=,3
21+18+0=,39
15*2+15=,45
0-21-15=,-36
29*3+13=,100
15+3-27=,-9
3*20+14=,74
29*19-1=,550
2+27-8=,21
14*9-5=,121
27+1-14=,14
23+23*17=,414
24*14+26=,362
4+17+21=,42
11+12*9=,119
3+28+23=,54
26*0+18=,18
24*26*8=,4992
27*2*6=,324
21*20-14=,406
12*14*11=,1848
9*20-20=,160
11-26*25=,-639
8-17+7=,-2
0-1+17=,16
27-29*5=,-118
12*10-24=,96
6+11-21=,-4
11+29+27=,67
25+1+9=,35
18+5+8=,31
3-9*28=,-249
29+22-27=,24
6*22*26=,3432
27-25+16=,18
22+12+13=,47
14-18+4=,0
15-13+8=,10
25+2+23=,50
13*13-0=,169
27*25-29=,646
27+5*3=,42
19-7-3=,9
15*11*25=,4125
15-5*13=,-50
14*13-17=,165
16-7+22=,31
19*17*6=,1938
21+11+2=,34
0+12*3=,36
25*13*21=,6825
5*19*10=,950
7-14-11=,-18
27+27-10=,44
25-27+28=,26
2-21*16=,-334
8*22+5=,181
7*16*5=,560
12-27*16=,-420
25*10-5=,245
10+13-9=,14
5+22-4=,23
20+27-18=,29
5+29*3=,92
0+22-6=,16
19-8*23=,-165
21*21*14=,6174
10+12+12=,34
28-8-5=,15
26+26*15=,416
19+25*13=,344
17-22*13=,-269
28*26-18=,710
9*29*22=,5742
14+1*6=,20
23+2-8=,17
13+12+18=,43
22+12+11=,45
27-24*22=,-501
6+21*25=,531
12*15-6=,174
19+26-19=,26
0+2*29=,58
18+2+15=,35
28-27+1=,2
2*25*22=,1100
12+9+13=,34
14-6-13=,-5
18-22+11=,7
7-4+20=,23
16+14+5=,35
8+12*25=,308
18+6*9=,72
25*19*9=,4275
3-3-7=,-7
20*15-13=,287
15+24+1=,40
11*6+23=,89
20*8*1=,160
16+22*28=,632
20*20*12=,4800
15+9+12=,36
7-24-26=,-43
5+27-15=,17
12+26+28=,66
14*8*0=,0
19-12+10=,17
28*29-12=,800
4*7*3=,84
29-13+7=,23
24+5+28=,57
1*13*19=,247
5*15-0=,75
3*13+9=,48
28+4*19=,104
21-27-12=,-18
26*2-5=,47
0+5+0=,5
19+1+8=,28
1+19-11=,9
22*24-21=,507
6-8+4=,2
17+0*28=,17
7+5+2=,14
28*10-11=,269
21+28+17=,66
17-23*0=,17
14-17*19=,-309
2-24-1=,-23
20*18-4=,356
3-25+8=,-14
19-24+15=,10
29-23*18=,-385
22*2-1=,43
21*11-15=,216
0-17-22=,-39
14-20*7=,-126
10+8*8=,74
17*0*18=,0
20*29-0=,580
22*26+14=,586
11+12*22=,275
9-29*19=,-542
8+6+2=,16
26*27+29=,731
19-4-29=,-14
19+24*1=,43
7+5*1=,12
5-29*3=,-82
11*2*8=,176
23*26+16=,614
19-14-19=,-14
26-21+15=,20
13-17*8=,-123
19-5+28=,42
22-14+26=,34
18-16*29=,-446
8*15-18=,102
8-20+21=,9
29-5-10=,14
17*29*0=,0
20+17*10=,190
8*14*10=,1120
15*20-13=,287
25*10+5=,255
0-20-18=,-38
17-25*6=,-133
3-13*8=,-101
23*1*16=,368
15-28+3=,-10
23-25*11=,-252
0*14*9=,0
23-8*20=,-137
12+25*22=,562
3-26*5=,-127
8*24+23=,215
19+3+27=,49
15-28+11=,-2
10+24-9=,25
14-19*9=,-157
21-1-14=,6
15+28*4=,127
7*19*25=,3325
3+6*4=,27
24*24*3=,1728
27+9*28=,279
12*25-3=,297
6*7*13=,546
10*12-17=,103
13+4-27=,-10
11+18*3=,65
17*17+19=,308
16+10*0=,16
24-12*12=,-120
27*12+9=,333
3*5*29=,435
6+23*25=,581
14+6+29=,49
28-1+7=,34
21*0-16=,-16
5-24+26=,7
19*12+23=,251
16-1-24=,-9
15-16-22=,-23
16-27*21=,-551
8+7+27=,42
7+10*23=,237
7-19+4=,-8
12-16*24=,-372
20-29*29=,-821
1+0+13=,14
2-19*12=,-226
21-16*14=,-203
24*17*29=,11832
12*21+22=,274
6*20*24=,2880
4*13*21=,1092
28*15*0=,0
16+22*5=,126
22*0-26=,-26
4+29+18=,51
1*4+25=,29
2*4-14=,-6
11+24*7=,179
28+21*18=,406
16+13*7=,107
6+29+26=,61
20-8*15=,-100
29+7-12=,24
0*16+19=,19
11+24+3=,38
28-18+0=,10
1*9+8=,17
26*16+27=,443
25*5+21=,146
28+21*4=,112
23*7+27=,188
3-4+15=,14
26-17+15=,24
8*14-16=,96
9-11+15=,13
10-24*9=,-206
19+24-12=,31
6*19+1=,115
26+8+18=,52
3+9+21=,33
24+24-3=,45
8+22*2=,52
3*22+22=,88
15-1-15=,-1
22+16*15=,262
7*24-19=,149
24-22*23=,-482
15+11-28=,-2
14-7*27=,-175
1+18-13=,6
9*29+0=,261
24-14-17=,-7
2-1-5=,-4
17*2*22=,748
8-18*1=,-10
14+10+14=,38
12*9-18=,90
6-28*22=,-610
13+5*27=,148
15*25-19=,356
24-20*26=,-496
23*25+7=,582
25-22-0=,3
13+7-16=,4
17-13-25=,-21
24*17*4=,1632
3*17+3=,54
6-29+3=,-20
14+11-24=,1
16-20-28=,-32
28+27*17=,487
3+8+20=,31
12*27+13=,337
23+27-11=,39
16-1+18=,33
6+22*3=,72
16+28-7=,37
17*1-13=,4
23-7*5=,-12
21-15-28=,-22
13+5-2=,16
14-14-15=,-15
26+2+13=,41
4-9-7=,-12
20*13+3=,263
29*13*14=,5278
15-13-6=,-4
1-29*24=,-695
0*0*26=,0
2+0-28=,-26
28-13*22=,-258
12-27*14=,-366
18-12*3=,-18
16*5+24=,104
26-20*21=,-394
19-29+27=,17
20-4*23=,-72
16*14*19=,4256
9-16-6=,-13
11*5+21=,76
1-0*1=,1
8*7*22=,1232
3*1+9=,12
18+11*2=,40
5*12*26=,1560
13*0*18=,0
16+15+20=,51
16+20*6=,136
21-23-27=,-29
20*1+21=,41
15+3*22=,81
0+5-8=,-3
8*27-6=,210
12+2*7=,26
25+13-12=,26
20-12-15=,-7
4-16-13=,-25
8+17*13=,229
22*5-1=,109
26+3+4=,33
8*15-17=,103
3+3-4=,2
26-22*24=,-502
29-1-12=,16
22*16*24=,8448
10-25+6=,-9
11*8*22=,1936
14-4-24=,-14
0-6*24=,-144
2+18*7=,128
20+13*14=,202
1+19+6=,26
17+27*26=,719
8*19-13=,139
11*19+1=,210
0-27+27=,0
17+6-23=,0
25*8-0=,200
1+21+18=,40
19*20+26=,406
1-13+11=,-1
21*14*9=,2646
25+5+7=,37
4*29*19=,2204
12*25*14=,4200
0+6*22=,132
13+21*23=,496
2+26+15=,43
29+6-25=,10
5-25-3=,-23
24*7-10=,158
6*23*5=,690
28+8*12=,124
8*8*28=,1792
1-19-8=,-26
5*18*26=,2340
21-22*11=,-221
0-23-6=,-29
4*23+14=,106
4+22*20=,444
28*24*15=,10080
15*22*19=,6270
28+23*10=,258
0*8-23=,-23
25*27-6=,669
27+20-29=,18
19*22*22=,9196
12+8-28=,-8
22*1*18=,396
20*23-4=,456
26-6*24=,-118
11-4-18=,-11
4*10+22=,62
22+21+17=,60
15*20*9=,2700
23*28*13=,8372
28+29-27=,30
8+14+28=,50
6-3+5=,8
0-9-1=,-10
8*11-10=,78
6-22-25=,-41
2*2-21=,-17
17+3+21=,41
19+26-6=,39
28+10+9=,47
12*29*28=,9744
25-12-1=,12
17+19+8=,44
17+19-28=,8
16+22*7=,170
12-18+25=,19
3*7-5=,16
0-9+21=,12
14-3+12=,23
8-29-1=,-22
21*27*12=,6804
12-6+16=,22
11-4*23=,-81
16+13-29=,0
2*8*1=,16
8*16+23=,151
3-20+11=,-6
26*18-27=,441
26-28-25=,-27
15*21+24=,339
7*24-23=,145
18-28-14=,-24
0-19-15=,-34
12-28+8=,-8
8+3-22=,-11
0-10+17=,7
11+24+9=,44
22+11*18=,220
22+7+1=,30
19+24+5=,48
9+4*23=,101
4*0+0=,0
17-20*0=,17
10-9*0=,10
21-19+15=,17
12*17*6=,1224
17-22-6=,-11
22-11-20=,-9
20-0-1=,19
10*11-18=,92
10*20*22=,4400
27+20-1=,46
15+18*27=,501
14+1*4=,18
20+24+5=,49
8*11-28=,60
4-4-8=,-8
1+4*6=,25
27-7+27=,47
24*6+2=,146
21*5*11=,1155
3-4+21=,20
21-9*9=,-60
4*14-28=,28
6+5*7=,41
27*3-13=,68
16+3*12=,52
11*10+16=,126
18*4-10=,62
26-16+23=,33
18+29+17=,64
6+20-14=,12
24*5+19=,139
25-6+17=,36
20-11-20=,-11
3*25*29=,2175
27*3*13=,1053
19*21*21=,8379
7+18-25=,0
13-1*17=,-4
2-4+19=,17
6-9+23=,20
6+16-17=,5
22-11-10=,1
18+8+24=,50
6-28+12=,-10
7-16+8=,-1
15+25*20=,515
29+0-6=,23
16*25+19=,419
20+22-9=,33
1-4-19=,-22
3+6-17=,-8
6-1+17=,22
12*19*17=,3876
17*8-12=,124
19+4*14=,75
14-28+27=,13
23+15*29=,458
20-0*28=,20
20*19*26=,9880
4-10+18=,12
7-27*26=,-695
25-20-11=,-6
16-27-4=,-15
12-20*27=,-528
2-15-8=,-21
23+16-16=,23
26+0-4=,22
22-0*27=,22
10+21+2=,33
5+24-6=,23
9+22-19=,12
10*27-22=,248
25*29*1=,725
7*16-13=,99
19+4-17=,6
5-21-26=,-42
25-24-25=,-24
7+14-15=,6
13*20*21=,5460
7+3-18=,-8
13*17-5=,216
19+16+12=,47
4*16*22=,1408
10*7+24=,94
28-14+23=,37
28*13*13=,4732
11+14-8=,17
8*26-12=,196
22*21-28=,434
18*16*17=,4896
14*5+23=,93
25-3*0=,25
15-1*3=,12
8-2-16=,-10
6-28*21=,-582
4-1-28=,-25
24*14+28=,364
26*1*25=,650
14*8+0=,112
13-29-10=,-26
4+23+14=,41
5+8+6=,19
22*5*16=,1760
14*12*26=,4368
9-24+20=,5
8-25*23=,-567
24*15*22=,7920
11+3-18=,-4
2-1+22=,23
2+26-17=,11
11+18-23=,6
9+4+10=,23
10+2-14=,-2
28-15*9=,-107
1-15-16=,-30
13+0+23=,36
27*28+22=,778
20-28+11=,3
13*4*11=,572
28-16*15=,-212
12*17-18=,186
28-20+8=,16
15*26*18=,7020
21+6*18=,129
9*10*5=,450
19-18*24=,-413
12*10+20=,140
12+14*9=,138
2*8+7=,23
12*4*0=,0
17+23-27=,13
21*28-28=,560
20+22-7=,35
29-23*19=,-408
0+28*18=,504
1+14-5=,10
16*6-17=,79
18*22+4=,400
9-26+2=,-15
16*5*12=,960
12*22-18=,246
7+26-12=,21
0*11+9=,9
4-21*4=,-80
1*21*7=,147
11*20*27=,5940
21+26-4=,43
4*21*9=,756
9-22-11=,-24
9+1-5=,5
24+9+1=,34
10-13*17=,-211
0*14*13=,0
24-20+12=,16
29+1+11=,41
18*24-3=,429
5+2-25=,-18
27-16-20=,-9
12-25+3=,-10
19+28*4=,131
14+4+1=,19
26*13+14=,352
29-22+9=,16
8*29-15=,217
6-18*7=,-120
13*13-24=,145
14*6*24=,2016
22-5*14=,-48
2+21*18=,380
25+16*16=,281
6+20-21=,5
1+4+13=,18
22-13*5=,-43
28-22*4=,-60
17-3*22=,-49
20+19+24=,63
26-17+24=,33
29*12+27=,375
23-4*0=,23
22-5-16=,1
8-7+22=,23
13-27-17=,-31
18-23-18=,-23
3*10-18=,12
25*24+18=,618
26-10*22=,-194
11-2-22=,-13
12-3-21=,-12
27*18+23=,509
16*3+24=,72
21+11-7=,25
28*22-11=,605
12-24*19=,-444
6+15*12=,186
9*3+17=,44
22*15+10=,340
8-17*29=,-485
27-29+18=,16
12+2+1=,15
23-8-23=,-8
18+18+19=,55
8+20-9=,19
2+22-9=,15
15-5*26=,-115
8+22-22=,8
20-3-19=,-2
4*29-18=,98
22+23-13=,32
23+28-2=,49
27-10+0=,17
7*7-4=,45
0*1-24=,-24
21-18+18=,21
8*4-16=,16
22+19+14=,55
8+21-0=,29
2+3*1=,5
22+4-13=,13
20+23+8=,51
4*17+29=,97
17-11+5=,11
1*27+2=,29
29*19-13=,538
17+9-6=,20
5+3+8=,16
23+10+4=,37
8-22+9=,-5
17*8+0=,136
26-24-7=,-5
26-7+23=,42
18-24+12=,6
23+5+14=,42
11*25*15=,4125
29-15+10=,24
10-19-7=,-16
1*24-12=,12
11+14-20=,5
18*24*14=,6048
13+2*9=,31
4-2+5=,7
13+12*21=,265
25+17-3=,39
25*20*6=,3000
3*25*22=,1650
0-13-11=,-24
18*4*7=,504
27-18-17=,-8
20+0+17=,37
9+25*15=,384
17-22-3=,-8
28*0-7=,-7
29+22*25=,579
16+25+3=,44
26*2+12=,64
17+28+25=,70
3+25-27=,1
22+3*24=,94
17*13-17=,204
22*27+12=,606
4*11+0=,44
8+0-0=,8
23-2*4=,15
1*4-11=,-7
8-15*10=,-142
7*14*2=,196
18-7*24=,-150
16+19*20=,396
9*8-29=,43
6*6*2=,72
27+7-21=,13
28*9+5=,257
21*4-25=,59
29+11+12=,52
11-29-4=,-22
5*26+14=,144
10-11-1=,-2
6*3-27=,-9
23+24-0=,47
10+25-24=,11
7-25+23=,5
19-1*12=,7
10+23-11=,22
18-21+9=,6
5-24+12=,-7
15*3-8=,37
24+19*5=,119
22-3-22=,-3
4+28-25=,7
13+21*28=,601
0-7-12=,-19
15+24*4=,111
21-17*13=,-200
21*17*17=,6069
1+26+9=,36
15-7-19=,-11
14+0-6=,8
26-25*8=,-174
9+19+25=,53
24*14-17=,319
27+0-22=,5
11+7-2=,16
8+24+18=,50
14+17*6=,116
13-15*5=,-62
20*19-8=,372
20*12+14=,254
20-26*8=,-188
18+18*14=,270
11*13*1=,143
1*1-5=,-4
20*19*14=,5320
13*22*22=,6292
29+15*0=,29
17+29*25=,742
25*20+6=,506
26-24*4=,-70
5+29*27=,788
25-27+25=,23
10+7-7=,10
25+29+4=,58
16+16+11=,43
20*28-26=,534
27+11-24=,14
8+24-15=,17
22-28-4=,-10
0-5*0=,0
0*19+7=,7
13-25-5=,-17
22+17-28=,11
12+12*0=,12
7*0+9=,9
27+13*25=,352
9*11*1=,99
9-14*22=,-299
1+22+19=,42
9-16*13=,-199
17*1*14=,238
14+29*7=,217
15+8*15=,135
2-1-26=,-25
3*15+23=,68
11+9-12=,8
25-0-13=,12
29*13*25=,9425
23*22*9=,4554
4+11*19=,213
6+26+15=,47
14+12+19=,45
10-15-11=,-16
16-29+0=,-13
16*27*16=,6912
18-17+21=,22
4-15+0=,-11
5+20*20=,405
22+17*14=,260
16+18-2=,32
6-27-23=,-44
27+19-17=,29
19+27*3=,100
14*27*11=,4158
0-15+25=,10
15-5-0=,10
7+14*7=,105
22*17-26=,348
24+24*12=,312
24+13+28=,65
29-22*7=,-125
28+11-6=,33
18*27+14=,500
29-29+17=,17
9+22-2=,29
1-16+1=,-14
11-14*2=,-17
27*15*24=,9720
9-5-0=,4
18*2*10=,360
2-14-16=,-28
27-8+26=,45
25*23+26=,601
27-29-24=,-26
22+22+20=,64
24-26+22=,20
19-3*25=,-56
28*19+19=,551
0-11+9=,-2
29+24*26=,653
2*19+15=,53
11*21+17=,248
7-12*29=,-341
20+18+8=,46
4-24-21=,-41
28+22+25=,75
26-8-14=,4
6-20*7=,-134
19-6*0=,19
1*12-20=,-8
12+0-5=,7
20-27-5=,-12
25-4+2=,23
24-15+9=,18
27-27+9=,9
14-10-7=,-3
7+21+14=,42
23+20*23=,483
14-5*27=,-121
19+19+29=,67
21-1+22=,42
23-7-6=,10
11+28*10=,291
24-29*27=,-759
7+26*16=,423
27*5-26=,109
16*21*1=,336
17+28*18=,521
22-8-4=,10
11-20*13=,-249
7*29*4=,812
15*7-9=,96
15*3+27=,72
20*20*14=,5600
1+17-22=,-4
9+3-9=,3
27-0-0=,27
17*28*26=,12376
4+0-4=,0
8-14*1=,-6
14+10*9=,104
11*27+20=,317
23+1*25=,48
7*14*7=,686
25*19-22=,453
16*20-4=,316
23+25-23=,25
14+18-3=,29
15-22-28=,-35
18+6-20=,4
10*10*3=,300
5-3*11=,-28
29*20-11=,569
6*15+5=,95
28-28*3=,-56
8*2+12=,28
12-3*26=,-66
12*12*17=,2448
15-19*9=,-156
25-8-23=,-6
16+3+3=,22
17+13+1=,31
1*11+27=,38
28-4*19=,-48
13+13-16=,10
10+15+11=,36
23*11*3=,759
18+16-9=,25
29+12-17=,24
9-2+8=,15
0-24-26=,-50
26+24+6=,56
10*22+11=,231
15+20+26=,61
6-11*12=,-126
17*1+4=,21
0*17-5=,-5
23*24+8=,560
23+2-22=,3
23*23+8=,537
17*26*8=,3536
23*23-2=,527
3+23-6=,20
23+27*2=,77
12-22+11=,1
21+1-27=,-5
11-10*24=,-229
19*5*26=,2470
12+6*10=,72
9+5*16=,89
12+17+16=,45
0*0-29=,-29
23-8-5=,10
4+19+28=,51
11*26-3=,283
27*3-5=,76
23+17-4=,36
0+3*9=,27
15+8-10=,13
21*22*14=,6468
24-11-14=,-1
1*21-2=,19
7+10-12=,5
9-20+17=,6
8+2-27=,-17
19+6+20=,45
16*0*4=,0
10-0-22=,-12
22+2*19=,60
4+29-18=,15
18*24*23=,9936
4*20+19=,99
29-12+0=,17
24*19*22=,10032
6+0+23=,29
28-14+21=,35
24*0-7=,-7
24+20-2=,42
5*14-22=,48
18-9-21=,-12
10-12+2=,0
19*9-29=,142
1-22-25=,-46
18-19+16=,15
9*26*5=,1170
23*29+22=,689
29+17-0=,46
17-21+3=,-1
19-3*22=,-47
1-8+12=,5
29*8-29=,203
8-17+19=,10
1-10*3=,-29
0*1-18=,-18
2-20+13=,-5
8-19-26=,-37
6-8-24=,-26
9*6-0=,54
0+22*18=,396
16-17*13=,-205
5-22+1=,-16
3+12+12=,27
8-4+17=,21
3+16-20=,-1
22-12+11=,21
5-11*6=,-61
13-27+8=,-6
16-8-23=,-15
12-24-20=,-32
21+13*2=,47
24+5*21=,129
8-7*27=,-181
11+6-13=,4
16*13-18=,190
15*13-23=,172
6*25*18=,2700
12*19*24=,5472
11-19+8=,0
26*5-18=,112
11-14+26=,23
17+4*1=,21
19-20-15=,-16
7*3*27=,567
12-15-20=,-23
29+25-21=,33
25*5-7=,118
11-9-12=,-10
13+29-22=,20
27-27+22=,22
15+9+24=,48
29-0-8=,21
5-18+0=,-13
22-16-6=,0
26-1*15=,11
14*29*23=,9338
8+16+29=,53
4-21-19=,-36
27+10+0=,37
4+12*9=,112
29-4-17=,8
26-8+12=,30
22-6*3=,4
26+13+25=,64
20-4+24=,40
4-12*5=,-56
16*21+0=,336
17*15*24=,6120
23-28*18=,-481
16+17*28=,492
18-29+2=,-9
21+12-19=,14
24+19-29=,14
19*6+28=,142
3*8*7=,168
22*18-7=,389
13*11+18=,161
9-11*2=,-13
18-13-27=,-22
17+29*11=,336
15+10*29=,305
1+23-23=,1
28-20-5=,3
14-29-5=,-20
11*18-19=,179
14-1-20=,-7
11*6+29=,95
29-11*22=,-213
13*16+17=,225
2*12-17=,7
9*20*29=,5220
16-1*10=,6
14-27+24=,11
7-0-13=,-6
13*29+18=,395
25+24*19=,481
11-13-17=,-19
23-21*4=,-61
20+4-23=,1
22+8*9=,94
21+27+21=,69
9+15-1=,23
26*16+24=,440
19*29*22=,12122
4-10*21=,-206
6+27-2=,31
29*0+19=,19
17-0-15=,2
19-3*20=,-41
20+27-19=,28
21-8+14=,27
11-22*12=,-253
7*15+6=,111
25*22*6=,3300
24-29+18=,13
7*0*23=,0
9*4*13=,468
3-5-29=,-31
20-18*26=,-448
8-2-26=,-20
19+25-27=,17
0*0+6=,6
8+15*3=,53
0*11-24=,-24
10-27*12=,-314
8+24*24=,584
15-13*15=,-180
20*14-7=,273
2*4*5=,40
18*22-2=,394
10*24-13=,227
13*13*23=,3887
15*25-1=,374
6-16-14=,-24
0-10*20=,-200
20-12*8=,-76
5+14*17=,243
11*27-17=,280
29+18*24=,461
29+11-16=,24
10*16-24=,136
9+24*17=,417
14+13*3=,53
26+5*19=,121
6+12-23=,-5
0+3-22=,-19
11+23*23=,540
11+4+15=,30
10-16+26=,20
13-27-24=,-38
9-5*0=,9
14-24-16=,-26
15+27+19=,61
24*23-22=,530
6*24+12=,156
22-22-29=,-29
7-22+8=,-7
7-13-18=,-24
11*22-26=,216
14-12*29=,-334
10-29*26=,-744
23-11*28=,-285
23*24+25=,577
21*12*6=,1512
19-19*5=,-76
22-18+10=,14
25-7-14=,4
27-27-13=,-13
23-21+26=,28
10-28*12=,-326
5*14*14=,980
26+2-11=,17
18-10+12=,20
16+10+6=,32
2-25*8=,-198
8*7-7=,49
17-4-29=,-16
20*27+7=,547
13*24*3=,936
0+29-16=,13
29*4*20=,2320
10-5*24=,-110
3*23-19=,50
3+12*0=,3
0*28+4=,4
3*16-8=,40
25+2+22=,49
28-24*7=,-140
8+24-11=,21
27*19-21=,492
17+2+13=,32
5*20*27=,2700
22+13*14=,204
6+22*9=,204
25+21*12=,277
23*10-21=,209
15+23*13=,314
29+26-23=,32
23*10+0=,230
16*28+0=,448
12+28+26=,66
29*26-9=,745
24-22+8=,10
5+26*24=,629
7*19*15=,1995
23+26*26=,699
8+1+24=,33
2+26*27=,704
14+28+15=,57
20*13*1=,260
13+15+26=,54
13-3-4=,6
5*1+1=,6
22*0+13=,13
10*3*25=,750
16-28*5=,-124
13-17+29=,25
1-29+8=,-20
21+0*8=,21
10-15+5=,0
2-6+20=,16
20+18+11=,49
8-16-20=,-28
11+14*5=,81
16-2+16=,30
19-5+25=,39
27-20*17=,-313
22*23-11=,495
20*19+25=,405
23*25-17=,558
13+8+14=,35
26-1+21=,46
23+22*21=,485
4+19-10=,13
10-14*6=,-74
29+20-7=,42
6*2+22=,34
6-5*16=,-74
10*12*24=,2880
4+17-12=,9
13*0+21=,21
13-28*3=,-71
18-3-12=,3
26-17*6=,-76
10+3+12=,25
12*24-20=,268
8-0*24=,8
5-18*19=,-337
19*29+8=,559
13+28*18=,517
11-11*20=,-209
28*24*18=,12096
14+1*8=,22
28-13+27=,42
1*24+6=,30
22-25-26=,-29
29+26+5=,60
9-20*29=,-571
18+17*25=,443
1-19-16=,-34
25+22+12=,59
13*20-1=,259
12+8+13=,33
0-16*17=,-272
29*26-22=,732
15-1*10=,5
9-24+4=,-11
27+7+15=,49
28+22*5=,138
23+1-14=,10
4*8+15=,47
7-3+7=,11
29+22-23=,28
12-23+17=,6
0-4+0=,-4
22-22*0=,22
1*22*18=,396
25-3-12=,10
29+27+18=,74
3-0*11=,3
22-1*12=,10
13+16-24=,5
27+27*23=,648
20*5+8=,108
16*11*3=,528
18-10*18=,-162
25*22*29=,15950
27+9+14=,50
7+8-8=,7
7*21+14=,161
7+11+1=,19
6*16+25=,121
13+14*26=,377
5*1*10=,50
18*3-7=,47
25-27+26=,24
9*3+14=,41
25+21*9=,214
14+1-27=,-12
23-5-20=,-2
27+24-0=,51
4*24*14=,1344
28*18-29=,475
23+1-2=,22
20+16+29=,65
14*23-24=,298
16*7*11=,1232
13-17-10=,-14
24-12-1=,11
0*1+14=,14
12-20*19=,-368
27*18-20=,466
23-13*20=,-237
6-23+16=,-1
1*5*9=,45
9*27*3=,729
4*24*27=,2592
0*16*26=,0
23-12+23=,34
17+11*20=,237
26*20+9=,529
9*9*19=,1539
23*20*15=,6900
28+19+12=,59
9+26*19=,503
11-12+29=,28
2*0-16=,-16
18-18*6=,-90
12-10*1=,2
21-28*15=,-399
27+23+18=,68
12+12-15=,9
18+11+15=,44
3*2-19=,-13
9*28*14=,3528
15+25*12=,315
14*20+2=,282
15-1-6=,8
2*2*22=,88
13*13*20=,3380
20+26*13=,358
22-29*27=,-761
9+25*0=,9
23*9+15=,222
13-15+23=,21
2+6+10=,18
22+12+27=,61
1-23*21=,-482
27-14+1=,14
10+18+21=,49
15+18*21=,393
18-6*9=,-36
21*25-15=,510
3-7+10=,6
19*7+29=,162
21-0-26=,-5
12-9-4=,-1
24*1-8=,16
27-29-28=,-30
17-18-8=,-9
17+16-8=,25
16-11-25=,-20
25*27-25=,650
4+14*16=,228
10-10-25=,-25
4*0+13=,13
19*8-21=,131
6+18*6=,114
16+12-15=,13
27*21-14=,553
9-24+25=,10
7-10*17=,-163
18-16-7=,-5
27-23-1=,3
10+9+7=,26
27-27*19=,-486
8+12+18=,38
25*23+22=,597
13+14*27=,391
11-29+14=,-4
26*13-0=,338
3-1+28=,30
12+5*3=,27
13*25+19=,344
14+29+27=,70
19+15-7=,27
13*7+17=,108
12-0*15=,12
20*24-17=,463
10-25*23=,-565
9-18+11=,2
21+15-22=,14
0*26-20=,-20
6+20*8=,166
29-21-11=,-3
9+22+13=,44
11+18+7=,36
25*11+9=,284
27+22+3=,52
27+24-17=,34
18*22*27=,10692
25+22*20=,465
6-26-27=,-47
26*4*7=,728
29+10-14=,25
7+7+25=,39
1+0+8=,9
25-9*28=,-227
9+11*6=,75
11-29-24=,-42
3+23+3=,29
27+13*14=,209
19*1-21=,-2
7+4*8=,39
27*7-14=,175
17*9+17=,170
15-6+26=,35
17*15*21=,5355
15-8+21=,28
5-6+25=,24
9-12+6=,3
0*29*17=,0
11+25-11=,25
25-5-1=,19
8*10-26=,54
18-17-22=,-21
25+14+18=,57
2*19-20=,18
29*6+23=,197
18-3-9=,6
6+29*4=,122
27-13-9=,5
25*4-2=,98
23+21+28=,72
29-26+29=,32
15+5*19=,110
26*21+3=,549
14-0*10=,14
25+27+11=,63
2+8+29=,39
21+8*11=,109
28+6*20=,148
6-25*21=,-519
10*8-5=,75
24-23+28=,29
15*13-4=,191
28-17+9=,20
9*21+3=,192
5+4-7=,2
9-19+18=,8
12*12*25=,3600
21+24-14=,31
8+26*5=,138
11+3*17=,62
23-16+22=,29
7+6*18=,115
9*3+0=,27
1*7*26=,182
